date;cases_esp;cases_14d_esp;cases_14d_100k_hab_esp;cases_uk;cases_14d_uk;cases_14d_100k_hab_uk;cases_fr;cases_14d_fr;cases_14d_100k_hab_fr;cases_gr;cases_14d_gr;cases_14d_100k_hab_gr;cases_it;cases_14d_it;cases_14d_100k_hab_it;cases_nt;cases_14d_nt;cases_14d_100k_hab_nt;cases_pt;cases_14d_pt;cases_14d_100k_hab_pt
17/07/2020;2060;16045;33.81397509;687;8113;11.95091578;829;7699;11.75501989;595;5265;6.284020391;231;2783;4.602904319;110;984;5.742674938;312;4921;48.2606692
18/07/2020;1838;17421;36.71382113;827;8316;12.24994646;163;7504;11.45728916;381;5228;6.239859184;249;2797;4.626059425;127;1048;6.116182251;313;4821;47.27996062
19/07/2020;1639;18606;39.21114493;726;8526;12.55928854;4;7497;11.44660139;309;5212;6.220762446;218;2823;4.669061765;146;1121;6.54221403;246;4739;46.47577959
20/07/2020;2403;20267;42.71161316;557;8740;12.87452285;1911;8390;12.81005544;590;5261;6.279246207;190;2805;4.639290914;187;1272;7.423457847;135;4642;45.52449227
21/07/2020;2413;21850;46.04770057;445;8604;12.67418703;595;8531;13.02533766;392;5374;6.41411692;128;2796;4.624405489;165;1400;8.170472473;127;4482;43.95535854
22/07/2020;2461;23375;49.2615561;560;8534;12.571073;921;8630;13.17649326;559;5577;6.656406785;280;2883;4.768297934;168;1516;8.847454478;252;4291;42.08220515
23/07/2020;2305;24729;52.11503833;769;8661;12.75815131;1236;9422;14.38573807;605;5880;7.018051263;306;2975;4.92046006;165;1627;9.495256224;229;4102;40.22866594
24/07/2020;2550;26111;55.02752904;768;8917;13.13525404;1091;9798;14.95982399;742;6291;7.508598724;252;2951;4.880765592;197;1782;10.39984425;313;4013;39.3558353
25/07/2020;2127;27321;57.57753901;767;8864;13.05718199;88;9635;14.71095163;655;6569;7.840404549;274;3037;5.023004102;147;1848;10.78502366;263;3734;36.61965836
26/07/2020;1992;28420;59.89362244;745;8959;13.19712245;0;9619;14.68652245;389;6748;8.054049307;254;3057;5.056082825;294;2041;11.91138165;209;3652;35.81547733
27/07/2020;3046;30026;63.27818111;685;9114;13.42544637;2488;10684;16.31259027;445;6932;8.273661795;168;3056;5.054428889;146;2116;12.34908554;135;3481;34.13846566
28/07/2020;3178;31642;66.68381425;581;9297;13.6950159;564;11186;17.07905604;595;7251;8.654403012;202;3144;5.19997527;223;2285;13.33537829;111;3359;32.94200119
29/07/2020;3268;33020;69.58787519;763;9522;14.02645384;1470;11929;18.21348646;839;7656;9.137789196;288;3270;5.408371226;248;2424;14.14658948;203;3187;31.25518243
30/07/2020;3138;34418;72.53408505;846;9726;14.32695758;1389;12749;19.46548234;989;8085;9.649820487;382;3422;5.659769521;354;2677;15.62311058;255;3103;30.43138723
31/07/2020;3643;36001;75.87017246;880;9919;14.61125769;1308;13228;20.19683116;864;8354;9.970884397;379;3570;5.904552072;341;2908;16.97123854;204;2995;29.37222196
01/08/2020;3753;37916;79.90593203;761;9853;14.51403589;63;13128;20.04414873;606;8579;10.23943228;295;3616;5.980633135;431;3212;18.74539827;238;2920;28.63669052
02/08/2020;2885;39162;82.53181006;744;9871;14.54055092;3;13127;20.04262191;215;8485;10.12723894;238;3636;6.013711858;387;3453;20.15188675;153;2827;27.72463155
03/08/2020;4151;40910;86.2156261;898;10212;15.04286354;3360;14576;22.25499025;891;8786;10.48649633;159;3605;5.962439838;378;3644;21.26657264;106;2798;27.44022606
04/08/2020;4725;43222;91.08804183;670;10437;15.37430149;971;14952;22.82907616;717;9111;10.87439882;190;3667;6.064983879;493;3972;23.18079762;112;2783;27.29311977
05/08/2020;4646;45407;95.69281189;892;10769;15.86335659;1708;15739;24.03068685;1285;9837;11.74091331;384;3771;6.236993239;471;4275;24.9491213;167;2698;26.45951748
06/08/2020;4626;47728;100.5841946;950;10950;16.12998;1601;16104;24.5879777;926;10158;12.12404162;401;3866;6.394117174;715;4825;28.15894977;213;2682;26.3026041
07/08/2020;5376;50554;106.5398377;871;11053;16.28170493;2387;17400;26.56674192;1157;10573;12.61936327;552;4166;6.89029802;652;5280;30.81435333;290;2659;26.07704113
08/08/2020;4288;52715;111.0940291;758;11044;16.26844741;70;17382;26.53925909;707;10625;12.68142767;347;4239;7.01103536;600;5733;33.45808478;186;2582;25.32189553
09/08/2020;4106;54829;115.5491705;1062;11361;16.73540665;35;17417;26.59269794;385;10621;12.67665348;463;4448;7.356708016;643;6082;35.49486684;131;2504;24.55694283
10/08/2020;6150;57933;122.0906836;740;11416;16.81642482;4731;19660;30.01736472;1220;11396;13.60165173;259;4539;7.507216206;698;6634;38.71636742;157;2526;24.77269872
11/08/2020;6453;61208;128.9925701;1148;11983;17.65164844;1414;20510;31.31516534;1032;11833;14.12323139;412;4749;7.854542799;333;6744;39.35833311;120;2535;24.86096249
12/08/2020;6524;64464;135.8544151;1009;12229;18.01402059;2598;21638;33.03742309;1319;12313;14.69613354;476;4937;8.165482796;1327;7823;45.65543297;278;2610;25.59649393
13/08/2020;6293;67619;142.503408;1129;12512;18.43089587;2678;22927;35.00549954;1422;12746;15.21293901;522;5077;8.397033857;688;8157;47.60467426;325;2680;26.28298993
14/08/2020;7164;71140;149.9237263;1441;13073;19.25728115;2923;24542;37.47132071;1510;13392;15.98396982;574;5272;8.719551408;721;8537;49.82237393;235;2711;26.58700959
15/08/2020;5737;73124;154.1048996;1077;13389;19.72276733;3210;27689;42.27623662;697;13483;16.09258251;629;5606;9.271966083;762;8868;51.75410706;198;2671;26.19472616
16/08/2020;5043;75282;158.6527686;1040;13685;20.15879236;3003;30689;46.85670936;519;13787;16.45542054;477;5845;9.667256824;579;9060;52.874629;121;2639;25.88089942
17/08/2020;7223;78354;165.1268435;713;13500;19.88627672;650;27979;42.71901565;1693;14589;17.41264454;320;6006;9.933540545;512;9194;53.65665994;132;2665;26.13588365
18/08/2020;8425;82054;172.9243946;1089;13919;20.50348782;2119;29127;44.47180989;1420;15292;18.25170747;401;6217;10.28252107;580;9281;54.16439644;214;2767;27.1362064
19/08/2020;8403;85811;180.8420702;812;13839;20.38564322;3772;31191;47.62317513;1586;15593;18.61096486;642;6475;10.7092366;658;9468;55.25573812;253;2853;27.97961578
20/08/2020;8338;89523;188.6649107;1182;14071;20.72739257;4800;34390;52.5074859;1586;16253;19.3987053;840;6914;11.43531457;625;9378;54.73049346;291;2931;28.74456847
21/08/2020;9551;93698;197.4634988;1033;14233;20.96602789;5009;37012;56.51081908;1737;16833;20.09096206;947;7309;12.08861935;613;9339;54.50288744;219;2860;28.04826538
22/08/2020;6767;96177;202.687858;1288;14763;21.74674838;3474;40416;61.70812883;832;16958;20.24015533;1071;8033;13.28606913;595;9334;54.47370719;241;2915;28.5876551
23/08/2020;6005;98076;206.6898985;1160;14861;21.89110802;4680;45061;68.80022746;633;17206;20.53615477;1209;8779;14.5199055;519;9210;53.75003677;145;2929;28.7249543
24/08/2020;8229;100155;211.0712792;853;14974;22.05756352;1976;42306;64.59382666;1628;17614;21.02312159;953;9473;15.66773719;654;9166;53.49325049;123;2895;28.39151338
25/08/2020;10132;103834;218.824574;1184;15010;22.11059359;3616;44508;67.95589365;1461;18043;21.53515288;876;9937;16.43516357;459;9292;54.22859301;192;2967;29.09762356
26/08/2020;9704;107014;225.526253;1048;15049;22.16804284;287;42197;64.42740281;1427;18151;21.66405586;1366;10827;17.90716675;699;8664;50.5635525;362;3051;29.92141876
27/08/2020;9366;110087;232.0024354;1522;15442;22.74695445;11203;50722;77.44357953;1561;18290;21.82995878;1409;11714;19.37420812;602;8578;50.06165205;399;3125;30.64714311
28/08/2020;10837;113760;239.7430854;1276;15277;22.50389996;7641;55440;84.64713634;1555;18335;21.88366835;1460;12600;20.83959555;573;8430;49.19791639;401;3291;32.27511935
29/08/2020;7368;115391;243.1803303;1108;15308;22.54956474;5460;57690;88.08249089;709;18347;21.89799091;1444;13415;22.18755352;571;8239;48.0832305;374;3467;34.00116645
30/08/2020;6468;116816;246.1834412;1715;15983;23.54387858;5366;60053;91.69037659;470;18298;21.83950715;1365;14303;23.65624882;551;8211;47.91982105;320;3666;35.95277653
31/08/2020;8500;118093;248.87465;1406;16676;24.56470745;3113;62516;95.45094472;1497;18102;21.6055721;996;14979;24.77430966;553;8252;48.15909918;244;3778;37.05117014
01/09/2020;11345;121013;255.0283931;1295;16882;24.8681573;5104;65501;100.0085151;1213;17895;21.35850805;975;15553;25.72366901;570;8242;48.10073866;231;3795;37.2178906
02/09/2020;10489;123099;259.424526;1508;17578;25.89340534;7113;68842;105.1096349;1396;17705;21.13173429;1326;16237;26.85496134;858;8442;49.26794901;390;3932;38.56146135
03/09/2020;10349;125110;263.6626004;1735;18131;26.70800616;7122;71164;108.6549208;1429;17548;20.94434755;1397;16794;27.77620378;696;8513;49.68230869;418;4059;39.80696125
04/09/2020;11477;127036;267.7215419;1940;19038;28.04406934;8834;74989;114.4950236;1443;17254;20.59344498;1732;17579;29.07454366;817;8717;50.87286325;406;4246;41.64088629
05/09/2020;8800;129069;272.0059801;1813;19563;28.81742455;8594;80109;122.3123637;775;17197;20.52541285;1694;18202;30.10494589;734;8856;51.68407444;486;4491;44.04362231
06/09/2020;7503;130567;275.1629346;2988;21391;31.51017372;7016;82445;125.8790252;670;17234;20.56957406;1296;18289;30.24883833;950;9287;54.19941275;315;4661;45.7108269
07/09/2020;9512;131850;277.8667881;2948;23486;34.59622926;4266;84735;129.3754527;1898;17504;20.89183152;1150;18486;30.57466376;845;9478;55.31409864;249;4787;46.94651971
08/09/2020;11459;133177;280.6633693;2460;24762;36.47585067;6738;87857;134.142198;1331;17374;20.73667052;1369;18979;31.39005428;1090;10109;58.9966473;388;4983;48.86870852
09/09/2020;11817;135290;285.1164032;2659;26373;38.84894636;8619;96189;146.8636976;1476;17423;20.79515428;1430;19043;31.49590619;1293;10703;62.46326205;646;5267;51.65392089
10/09/2020;11584;137508;289.790719;2919;27770;40.90680774;9762;94748;144.6635439;1716;17578;20.98015393;1597;19231;31.80684619;931;11032;64.38332309;585;5453;53.47803885
11/09/2020;12140;138811;292.5367215;3539;30033;44.24033694;9509;96616;147.5156516;1586;17609;21.01715386;1616;19387;32.06486023;1354;11813;68.94127951;687;5739;56.28286538
12/09/2020;9459;140902;296.9433916;3497;32422;47.75947139;11337;102493;156.4887977;1082;17982;21.46234657;1501;19444;32.15913459;1339;12581;73.42336727;497;5862;57.48913694
13/09/2020;8170;142604;300.5302651;3330;34037;50.13845931;6345;103472;157.9835586;920;18432;21.99944233;1456;19535;32.30964278;1167;13197;77.01837516;673;6215;60.95103822
14/09/2020;10724;144828;305.2172255;2621;35252;51.92822421;6396;106755;162.9961226;1485;18420;21.98511977;1008;19547;32.32949002;1318;13962;81.48295476;613;6584;64.56985288
15/09/2020;12387;145870;307.4131845;3105;37062;54.59445835;7826;109477;167.1521382;1792;18999;22.67618299;1229;19801;32.7495898;1479;14871;86.78792582;425;6778;66.47242753
16/09/2020;12113;147494;310.8356773;3991;39545;58.25206021;10191;112555;171.8517033;1855;19458;23.22402066;1452;19927;32.95798575;1752;15765;92.00535609;605;6993;68.58095097
17/09/2020;11612;148757;313.4973819;3395;41205;60.69733571;10239;115672;176.6108145;2179;20208;24.11918026;1583;20113;33.26561788;1837;16906;98.66429116;770;7345;72.03304517
18/09/2020;14220;151500;319.2781069;4322;43587;64.20615876;13233;120071;183.3273143;2199;20964;25.02150114;1907;20288;33.55505671;2083;18172;106.0527327;780;7719;75.70089526
19/09/2020;8606;151306;318.8692624;4422;46196;68.04936587;13560;125037;190.9095236;1685;21874;26.10762812;1637;20231;33.46078235;1916;19354;112.9509459;849;8082;79.2608674
20/09/2020;7388;151191;318.626906;3899;47107;69.39132128;10536;128557;196.2839449;1033;22237;26.54088536;1587;20522;33.94207777;1956;20360;118.822014;552;8319;81.58514674
21/09/2020;10018;151697;319.6932738;4368;48527;71.48306298;5539;129830;198.2275922;1595;21934;26.17924089;1350;20722;34.272865;2274;21789;127.1617319;623;8693;85.25299682
22/09/2020;12449;152687;321.7796456;4926;50993;75.11562286;10084;133176;203.3363461;1852;22455;26.80107842;1391;20744;34.30925159;2353;23052;134.5326653;463;8768;85.98852826
23/09/2020;11673;152543;321.4761734;6178;54512;80.29931233;13291;137848;210.469669;1613;22592;26.96459424;1640;20954;34.65657819;2460;24219;141.3433377;802;8924;87.51843364
24/09/2020;11198;152157;320.6626991;6634;58227;85.77172107;15850;143936;219.764975;2321;23197;27.68668965;1786;21143;34.96917212;2595;25883;151.0545279;691;9030;88.55798474
25/09/2020;11836;151853;320.0220355;6874;61562;90.68436795;16104;150531;229.8343809;2366;23977;28.61765564;1912;21439;35.45873722;2859;27388;159.8377858;899;9242;90.63708693
26/09/2020;7936;150330;316.8123948;6042;64107;94.43329937;14220;153414;234.2362153;1314;24209;28.89455834;1869;21807;36.06738573;2760;28809;168.1308153;884;9629;94.43242913
27/09/2020;6497;148657;313.2866372;5693;66470;97.91413433;10635;157704;240.7862913;1313;24602;29.36362197;1766;22117;36.58010593;3041;30683;179.0675763;665;9621;94.35397244
28/09/2020;9270;147203;310.2224104;4044;67893;100.0102952;4299;155607;237.5845408;2292;25409;30.3268137;1494;22603;37.3839189;2950;32315;188.5920128;425;9433;92.51024031
29/09/2020;10660;145476;306.5828507;7143;71931;105.9585015;8005;155786;237.8578424;1840;25457;30.38410391;1647;23021;38.07526422;3111;33947;198.1164493;688;9696;95.08950388
30/09/2020;10067;143430;302.2710157;7108;75048;110.5500219;14366;159961;244.2323336;2442;26044;31.08471549;1850;23419;38.73353081;3368;35563;207.547509;825;9916;97.24706275
01/10/2020;10692;142510;300.3321651;6914;78567;115.7337113;13051;162773;248.5257634;2626;26491;31.61823062;2548;24384;40.3295792;3295;37021;216.0564724;854;10000;98.07085796
02/10/2020;11024;139314;293.5967669;6968;81213;119.6314216;12436;161976;247.3088845;2835;27127;32.37732596;2499;24976;41.3087094;3883;38821;226.5613656;888;10108;99.13002323
03/10/2020;8134;138842;292.6020523;12872;89663;132.0787577;16488;164904;251.7794259;1653;27095;32.33913248;2843;26182;43.3033564;4028;40933;238.8871069;963;10222;100.248031
04/10/2020;7525;138979;292.8907724;22961;108725;160.1581805;12504;166872;254.784216;1546;27608;32.95142165;2578;27173;44.94240713;4032;43009;251.0027504;904;10574;103.7001252
05/10/2020;11256;140217;295.4997909;12594;116951;172.2755517;5639;166972;254.9368984;3100;29113;34.74770858;2257;28080;46.44252722;4611;45346;264.6416034;734;10685;104.7887117
06/10/2020;12711;140479;296.0519418;14542;126567;186.440473;11310;168198;256.8087849;2454;29715;35.46622335;2677;29366;48.56948912;4576;47569;277.6151465;427;10649;104.4356566
07/10/2020;12428;141234;297.6430637;14162;134551;198.2013643;18953;173860;265.4536638;4010;32112;38.32715343;3677;31403;51.93855707;5052;50161;292.7421926;944;10791;105.8282628
08/10/2020;12610;142646;300.6187778;17540;145457;214.2665298;17402;175412;267.8232951;4804;34595;41.29072848;4458;34075;56.35787447;5867;53433;311.837754;1278;11378;111.5850222
09/10/2020;13502;144312;304.1297833;13864;152447;224.563202;21088;180396;275.4329871;4554;36783;43.90220742;5372;37535;62.08049357;6016;56590;330.2621695;1394;11873;116.4395297
10/10/2020;10944;147320;310.4689816;15166;161571;238.0033789;26677;192853;294.4526368;2968;38437;45.87633272;5724;41390;68.45641744;6546;60376;352.3574614;1646;12635;123.912529
11/10/2020;9038;149861;315.8240025;12872;168750;248.578459;15937;198155;302.547859;2846;39970;47.70603894;5456;45080;74.55944185;6394;63729;371.925743;1090;13060;128.0805405
12/10/2020;11032;151623;319.5373228;13972;178678;263.2029742;9212;203068;310.0491465;6541;44219;52.77741646;4619;48205;79.72799234;6850;67629;394.6863449;1249;13884;136.1615792
13/10/2020;14407;155370;327.4339239;17234;188769;278.0675978;13626;208689;318.6314256;4464;46843;55.90928152;5898;52456;86.75887493;7453;71971;420.0264817;1208;14404;141.2612638
14/10/2020;16327;161630;340.6265374;19724;201385;296.6516916;23002;217325;331.8170798;7173;51574;61.55594827;7332;57938;95.82575293;7351;75954;443.2714759;2072;15651;153.4906998
15/10/2020;16404;167342;352.6642704;18980;213451;314.4256038;29757;234031;357.3242057;7620;56568;67.51651766;8803;64193;106.1711236;7857;80516;469.895544;2101;16898;165.7201358
16/10/2020;17469;173787;366.2467615;15650;222133;327.2146893;25632;247227;377.4721785;7695;61428;73.31715187;10009;71703;118.5921841;8022;84655;494.0509623;2608;18618;182.5883234
17/10/2020;14292;179945;379.2244155;16171;225432;332.0743061;32104;262843;401.3150659;4862;64637;77.14724141;10925;79785;131.9592961;8149;88776;518.1013316;2153;19808;194.2587554
18/10/2020;13103;185523;390.9797507;16982;219453;323.2668951;29837;280176;427.7795106;4007;67098;80.08455845;11705;88912;147.0547714;8233;92977;542.6185851;1856;20760;203.5951011
19/10/2020;20841;195108;411.179623;18804;225663;332.4145824;14289;288826;440.9865404;8397;72395;86.40677231;9337;95992;158.7646394;8014;96380;562.4786692;1949;21975;215.5107104
20/10/2020;22596;204993;432.0117292;21331;232452;342.41517;20376;297892;454.828729;8523;78464;93.6504038;10871;104186;172.3169922;8194;99998;583.5935045;1876;23424;229.7211777
21/10/2020;22181;214746;452.5656525;26688;244978;360.8666887;27422;306361;467.7594036;12331;86785;103.5819012;15199;115708;191.3736446;8796;103742;605.4436823;2535;25015;245.3242512
22/10/2020;21145;223281;470.5527062;21242;248680;366.3199477;40813;329772;503.5038861;5952;87933;104.9520921;16078;127328;210.5923827;9310;107185;625.5372086;3270;27007;264.8599661
23/10/2020;22204;231983;488.8917035;20530;255346;376.1393492;42837;351521;536.7107866;13476;96855;115.6009107;19143;141099;233.3687375;10029;111198;648.9572843;2899;28512;279.6196302
24/10/2020;17397;238436;502.4910542;23012;263192;387.6969587;45265;370109;565.0913958;10458;104345;124.5405713;19640;155015;256.384913;8683;113335;661.4289269;3669;30535;299.4593648
25/10/2020;15467;244865;516.0398261;19790;270110;397.8875707;6616;360788;550.859867;9890;111389;132.9479102;21273;170832;282.5452212;10237;117178;683.8568739;2577;32022;314.0425014
26/10/2020;22463;256296;540.1300442;20890;277028;408.0781827;73010;424586;648.2682004;12560;117408;140.1318644;17007;183220;303.0341823;10365;120693;704.3705958;2447;33220;325.7913901
27/10/2020;23111;265000;558.4732563;22885;282679;416.4024308;34482;445442;680.1116469;13161;126105;150.5121351;21989;199311;329.6476689;10321;123561;721.1083923;3299;35311;346.2980065
28/10/2020;22185;270858;570.8186765;24701;287656;423.7338382;37550;459990;702.3238861;16202;135134;161.2886632;24988;216967;358.8495657;8156;124366;725.806414;3960;37199;364.8137845
29/10/2020;20596;275050;579.6530912;23065;291741;429.7512782;46612;476845;728.0585088;18733;146247;174.5525413;26829;234993;388.6634188;10321;126830;740.1864455;4224;39322;385.6342277
30/10/2020;21459;279040;588.0618017;24405;300496;442.6478969;49474;500687;764.4610525;19382;157934;188.501515;31079;256063;423.5118536;11172;129980;758.5700086;4656;41370;405.7191394
31/10/2020;16834;281582;593.4189301;21915;306240;451.1091394;35070;503653;768.9896132;14054;167126;199.4725911;31756;276894;457.9649976;9839;131670;768.4329361;4007;43224;423.9014764
01/11/2020;16097;284576;599.7286241;23254;312512;460.3481563;46179;519995;793.9409751;12556;175675;209.676217;29905;295094;488.0666356;8711;132148;771.2225688;3062;44430;435.7288219
02/11/2020;19335;283070;596.5548101;18950;312658;460.5632227;106091;611797;934.1064947;25252;192530;229.793437;22253;308010;509.428875;8312;132446;772.9617122;2506;44987;441.1913687
03/11/2020;21368;281842;593.9668661;20018;311345;458.6290981;72601;664022;1013.844891;7533;191540;228.6118264;28241;325380;538.157746;7777;132029;770.5280786;2596;45707;448.2524705
04/11/2020;20426;280087;590.2682979;25177;309834;456.4033082;-46076;590524;901.6263625;31480;210689;251.4670413;30548;340729;563.5440121;7680;130913;764.0150449;7497;50669;496.9152302
05/11/2020;19627;278569;587.0691945;24141;312733;460.673702;57806;607517;927.571687;22561;227298;271.290649;34502;359153;594.0161318;6992;128595;750.4870769;4410;51809;508.095308
06/11/2020;19473;275838;581.3137588;23287;315490;464.7349216;60952;625632;955.2301082;22820;236642;282.4431441;37802;377812;624.8769265;7280;125846;734.4437706;5550;54460;534.0938925
07/11/2020;15509;273950;577.3349003;24957;317435;467.6000185;86655;667022;1018.425364;14122;240306;286.8162971;39809;397981;658.2351648;6715;123878;722.9584207;6640;57431;563.2307444
08/11/2020;12662;271145;571.4235136;20572;318217;468.7519495;38562;698968;1067.201291;14510;244926;292.3304802;32614;409322;676.9924547;5699;119340;696.4744178;5784;60638;594.6820685
09/11/2020;17320;266002;560.5849175;21350;318677;469.429556;21424;647382;988.4385356;6522;238888;285.1238487;25269;417584;690.6572752;4697;113672;663.3956764;4096;62287;610.853953
10/11/2020;17847;260738;549.4913204;20412;316204;465.7866847;22613;635513;970.3166586;26547;252274;301.1006572;35090;430685;712.3254928;4724;108075;630.7312946;3817;62805;615.9340234
11/11/2020;16586;255139;537.6917289;22950;314453;463.2073609;36406;634369;968.5699717;22401;258473;308.4994497;32961;438658;725.5123257;5469;105388;615.0498235;4935;63780;625.4959321
12/11/2020;14904;249447;525.6961448;33470;324858;478.5345246;32628;620385;947.2188614;24738;264478;315.6666942;37977;449806;743.950406;5680;100747;587.9647073;5839;65395;641.3343756
13/11/2020;14898;242886;511.86919;27301;327754;482.8004992;24065;594976;908.4237841;22261;267357;319.1029135;40902;459629;760.1970208;6157;95732;558.6969077;6653;67392;660.919126
14/11/2020;11710;237762;501.0706354;26860;332699;490.0847687;31957;591863;903.6707802;14640;267943;319.8023316;37249;465122;769.2820921;5968;91861;536.1055513;6602;69987;686.3685136
15/11/2020;9292;230957;486.7294636;24962;334407;492.600751;27192;572876;874.6809682;3213;258600;308.6510301;33977;469194;776.0169202;5460;88610;517.132547;6035;72960;715.5249797
16/11/2020;13434;225056;474.2934233;21363;336820;496.1552388;10050;476835;728.0432405;14580;247928;295.9135057;27352;474293;784.4503406;4876;85174;497.0798731;8371;78825;773.0435379
17/11/2020;13286;216974;457.2610427;20051;336853;496.2038497;45602;449836;686.8205126;26231;266626;318.2304313;32191;478243;790.9833884;4368;81765;477.1847727;4452;80681;791.2454891
18/11/2020;11776;208324;439.0316327;19609;331285;488.0018654;28897;524809;801.291107;23727;258873;308.9768681;34280;481975;797.1558782;4695;78780;459.7641581;5891;79075;775.4953093
19/11/2020;10009;198706;418.7622146;22915;330059;486.1958968;20736;487739;744.6917321;24041;260353;310.7433164;36176;483649;799.9245673;5741;77529;452.4632574;6994;81659;800.836819
20/11/2020;10414;189647;399.670859;20252;327024;481.7251672;23264;450051;687.1487798;22593;260126;310.4723814;37239;483086;798.9934012;6008;76257;445.0397995;6489;82598;810.0456726
21/11/2020;8030;182168;383.9092685;19875;321942;474.2390888;17670;381066;581.8208091;13872;259876;310.1739949;34764;478041;790.6492933;6171;75713;441.8649874;6472;82430;808.3980822
22/11/2020;6329;175835;370.5628114;18662;320032;471.4255489;13130;355634;542.9906148;4377;249743;298.0797919;28337;473764;783.5754084;5473;75487;440.5460397;4788;81434;798.6302247
23/11/2020;9123;167638;353.2880745;15450;314132;462.7345095;5062;339272;518.0087164;14455;257676;307.5481934;22927;471422;779.7018899;5208;75998;443.5282621;4044;81382;798.1202563
24/11/2020;9053;158844;334.7551922;11299;305019;449.3105362;9921;326580;498.6302631;16370;247499;295.4014744;23227;459559;760.0812453;4002;75276;439.3146328;3919;81484;799.120579
25/11/2020;8413;150671;317.531034;18213;300282;442.3326626;16754;306928;468.6251129;32687;257785;307.67829;25852;452450;748.3234132;5054;74861;436.8926713;5290;81839;802.6020945
26/11/2020;7681;143448;302.3089497;17555;284367;418.888952;13001;287301;438.6581334;21951;254998;304.3518769;29001;443474;733.4776823;4605;73786;430.6189156;6383;82383;807.9371491
27/11/2020;8414;136964;288.6442682;16022;273088;402.274336;12774;276010;421.4187608;20819;253556;302.6307834;28342;430914;712.7042442;5883;73512;429.0198374;5444;81174;796.0803824
28/11/2020;6296;131550;277.2345542;15871;262099;386.0869068;12477;256530;391.6762245;13845;252761;301.6819142;26315;419980;694.6201062;4594;72138;421.0011023;4868;79440;779.0748956
29/11/2020;5017;127275;268.2252215;12155;249292;367.2214589;9763;239101;365.0652046;3197;252745;301.6628174;20646;406649;672.5714834;5697;72375;422.3842466;4093;77498;760.029535
30/11/2020;7495;121336;255.7090982;12330;240259;353.9153302;4354;233405;356.3684137;14221;252386;301.2343344;16376;395673;654.4178801;4594;72093;420.73848;3262;72389;709.9251337
01/12/2020;8564;116614;245.757737;13430;233638;344.1622163;8364;196167;299.5125323;24766;250921;299.4857893;19347;382829;633.1747242;4199;71924;419.7521872;2401;70338;689.8108007
02/12/2020;7900;112738;237.5892754;16170;230199;339.0963714;14228;181498;277.1155474;23275;250469;298.9463064;20709;369258;610.7291566;5109;72338;422.1683127;3384;67831;665.2244366
03/12/2020;6961;109690;231.1657792;14879;222163;327.2588811;12787;173549;264.9788215;23591;250019;298.4092107;23219;356301;589.2991059;5744;72341;422.1858208;3772;64609;633.6260062
04/12/2020;7253;106529;224.5041416;16298;218209;321.4344116;11511;161796;247.0340561;15970;243396;290.5043546;24110;343172;567.5845781;6058;72391;422.4776234;4935;63055;618.3857949
05/12/2020;5816;104315;219.8382556;15539;213873;315.0472341;12882;157008;239.7236216;26126;255650;305.130069;21052;329460;544.9058055;6676;72896;425.4248296;6087;62670;614.6100668
06/12/2020;4870;102856;216.7634915;17272;212483;312.9996841;10949;154827;236.3936179;10910;262183;312.9275058;18887;320010;529.2761089;6912;74335;433.822908;3834;61716;605.254107
07/12/2020;6866;100599;212.0069853;14718;211751;311.921406;3411;153176;233.8728311;5456;253184;302.1867842;13679;310762;513.9805073;7122;76249;444.9931111;2597;60269;591.0632538
08/12/2020;6424;97970;206.4665091;12282;212734;313.3694216;14037;157292;240.1572397;29263;266077;317.5751745;14837;302372;500.103983;6247;78494;458.0950473;2905;59255;581.1188688
09/12/2020;8834;98391;207.353744;16578;211099;310.9609725;14675;155213;236.9829721;25089;258479;308.506611;12755;289275;478.4423811;6646;80086;467.3860418;4097;58062;569.4190155
